# N,  zmet, start, trunc, tau, theta 
       550  0.019  1.000 9.0000  1.300 -1.000
       551  0.019  1.000 9.0000  1.300 -1.730
       552  0.019  1.000 9.0000  1.300 -5.660
       553  0.019  1.000 9.0000  2.000 -1.000
       554  0.019  1.000 9.0000  2.000 -1.730
       555  0.019  1.000 9.0000  2.000 -5.660
       556  0.019  1.000 9.0000  9.000 -1.000
       557  0.019  1.000 9.0000  9.000 -1.730
       558  0.019  1.000 9.0000  9.000 -5.660
       559  0.019  1.000 11.0000  0.300 -1.000
       560  0.019  1.000 11.0000  0.300 -1.730
       561  0.019  1.000 11.0000  0.300 -5.660
       562  0.019  1.000 11.0000  0.700 -1.000
       563  0.019  1.000 11.0000  0.700 -1.730
       564  0.019  1.000 11.0000  0.700 -5.660
       565  0.019  1.000 11.0000  1.000 -1.000
       566  0.019  1.000 11.0000  1.000 -1.730
       567  0.019  1.000 11.0000  1.000 -5.660
       568  0.019  1.000 11.0000  1.300 -1.000
       569  0.019  1.000 11.0000  1.300 -1.730
       570  0.019  1.000 11.0000  1.300 -5.660
       571  0.019  1.000 11.0000  2.000 -1.000
       572  0.019  1.000 11.0000  2.000 -1.730
       573  0.019  1.000 11.0000  2.000 -5.660
       574  0.019  1.000 11.0000  9.000 -1.000
       575  0.019  1.000 11.0000  9.000 -1.730
       576  0.019  1.000 11.0000  9.000 -5.660
       577  0.019  1.000 13.0000  0.300 -1.000
       578  0.019  1.000 13.0000  0.300 -1.730
       579  0.019  1.000 13.0000  0.300 -5.660
       580  0.019  1.000 13.0000  0.700 -1.000
       581  0.019  1.000 13.0000  0.700 -1.730
       582  0.019  1.000 13.0000  0.700 -5.660
       583  0.019  1.000 13.0000  1.000 -1.000
       584  0.019  1.000 13.0000  1.000 -1.730
       585  0.019  1.000 13.0000  1.000 -5.660
       586  0.019  1.000 13.0000  1.300 -1.000
       587  0.019  1.000 13.0000  1.300 -1.730
       588  0.019  1.000 13.0000  1.300 -5.660
       589  0.019  1.000 13.0000  2.000 -1.000
       590  0.019  1.000 13.0000  2.000 -1.730
       591  0.019  1.000 13.0000  2.000 -5.660
       592  0.019  1.000 13.0000  9.000 -1.000
       593  0.019  1.000 13.0000  9.000 -1.730
       594  0.019  1.000 13.0000  9.000 -5.660
       595  0.019  3.000 7.0000  0.300 -1.000
       596  0.019  3.000 7.0000  0.300 -1.730
       597  0.019  3.000 7.0000  0.300 -5.660
       598  0.019  3.000 7.0000  0.700 -1.000
       599  0.019  3.000 7.0000  0.700 -1.730
       600  0.019  3.000 7.0000  0.700 -5.660
       601  0.019  3.000 7.0000  1.000 -1.000
       602  0.019  3.000 7.0000  1.000 -1.730
       603  0.019  3.000 7.0000  1.000 -5.660
       604  0.019  3.000 7.0000  1.300 -1.000
       605  0.019  3.000 7.0000  1.300 -1.730
       606  0.019  3.000 7.0000  1.300 -5.660
       607  0.019  3.000 7.0000  2.000 -1.000
       608  0.019  3.000 7.0000  2.000 -1.730
       609  0.019  3.000 7.0000  2.000 -5.660
       610  0.019  3.000 7.0000  9.000 -1.000
       611  0.019  3.000 7.0000  9.000 -1.730
       612  0.019  3.000 7.0000  9.000 -5.660
       613  0.019  3.000 9.0000  0.300 -1.000
       614  0.019  3.000 9.0000  0.300 -1.730
       615  0.019  3.000 9.0000  0.300 -5.660
       616  0.019  3.000 9.0000  0.700 -1.000
       617  0.019  3.000 9.0000  0.700 -1.730
       618  0.019  3.000 9.0000  0.700 -5.660
       619  0.019  3.000 9.0000  1.000 -1.000
       620  0.019  3.000 9.0000  1.000 -1.730
       621  0.019  3.000 9.0000  1.000 -5.660
       622  0.019  3.000 9.0000  1.300 -1.000
       623  0.019  3.000 9.0000  1.300 -1.730
       624  0.019  3.000 9.0000  1.300 -5.660
       625  0.019  3.000 9.0000  2.000 -1.000
       626  0.019  3.000 9.0000  2.000 -1.730
       627  0.019  3.000 9.0000  2.000 -5.660
       628  0.019  3.000 9.0000  9.000 -1.000
       629  0.019  3.000 9.0000  9.000 -1.730
       630  0.019  3.000 9.0000  9.000 -5.660
       631  0.019  3.000 11.0000  0.300 -1.000
       632  0.019  3.000 11.0000  0.300 -1.730
       633  0.019  3.000 11.0000  0.300 -5.660
       634  0.019  3.000 11.0000  0.700 -1.000
       635  0.019  3.000 11.0000  0.700 -1.730
       636  0.019  3.000 11.0000  0.700 -5.660
       637  0.019  3.000 11.0000  1.000 -1.000
       638  0.019  3.000 11.0000  1.000 -1.730
       639  0.019  3.000 11.0000  1.000 -5.660
       640  0.019  3.000 11.0000  1.300 -1.000
       641  0.019  3.000 11.0000  1.300 -1.730
       642  0.019  3.000 11.0000  1.300 -5.660
       643  0.019  3.000 11.0000  2.000 -1.000
       644  0.019  3.000 11.0000  2.000 -1.730
       645  0.019  3.000 11.0000  2.000 -5.660
       646  0.019  3.000 11.0000  9.000 -1.000
       647  0.019  3.000 11.0000  9.000 -1.730
       648  0.019  3.000 11.0000  9.000 -5.660
       649  0.019  3.000 13.0000  0.300 -1.000
       650  0.019  3.000 13.0000  0.300 -1.730
       651  0.019  3.000 13.0000  0.300 -5.660
       652  0.019  3.000 13.0000  0.700 -1.000
       653  0.019  3.000 13.0000  0.700 -1.730
       654  0.019  3.000 13.0000  0.700 -5.660
       655  0.019  3.000 13.0000  1.000 -1.000
       656  0.019  3.000 13.0000  1.000 -1.730
       657  0.019  3.000 13.0000  1.000 -5.660
       658  0.019  3.000 13.0000  1.300 -1.000
       659  0.019  3.000 13.0000  1.300 -1.730
       660  0.019  3.000 13.0000  1.300 -5.660
       661  0.019  3.000 13.0000  2.000 -1.000
       662  0.019  3.000 13.0000  2.000 -1.730
       663  0.019  3.000 13.0000  2.000 -5.660
       664  0.019  3.000 13.0000  9.000 -1.000
       665  0.019  3.000 13.0000  9.000 -1.730
       666  0.019  3.000 13.0000  9.000 -5.660
       667  0.019  5.000 9.0000  0.300 -1.000
       668  0.019  5.000 9.0000  0.300 -1.730
       669  0.019  5.000 9.0000  0.300 -5.660
       670  0.019  5.000 9.0000  0.700 -1.000
       671  0.019  5.000 9.0000  0.700 -1.730
       672  0.019  5.000 9.0000  0.700 -5.660
       673  0.019  5.000 9.0000  1.000 -1.000
       674  0.019  5.000 9.0000  1.000 -1.730
       675  0.019  5.000 9.0000  1.000 -5.660
       676  0.019  5.000 9.0000  1.300 -1.000
       677  0.019  5.000 9.0000  1.300 -1.730
       678  0.019  5.000 9.0000  1.300 -5.660
       679  0.019  5.000 9.0000  2.000 -1.000
       680  0.019  5.000 9.0000  2.000 -1.730
       681  0.019  5.000 9.0000  2.000 -5.660
       682  0.019  5.000 9.0000  9.000 -1.000
       683  0.019  5.000 9.0000  9.000 -1.730
       684  0.019  5.000 9.0000  9.000 -5.660
       685  0.019  5.000 11.0000  0.300 -1.000
       686  0.019  5.000 11.0000  0.300 -1.730
       687  0.019  5.000 11.0000  0.300 -5.660
       688  0.019  5.000 11.0000  0.700 -1.000
       689  0.019  5.000 11.0000  0.700 -1.730
       690  0.019  5.000 11.0000  0.700 -5.660
       691  0.019  5.000 11.0000  1.000 -1.000
       692  0.019  5.000 11.0000  1.000 -1.730
       693  0.019  5.000 11.0000  1.000 -5.660
       694  0.019  5.000 11.0000  1.300 -1.000
       695  0.019  5.000 11.0000  1.300 -1.730
       696  0.019  5.000 11.0000  1.300 -5.660
       697  0.019  5.000 11.0000  2.000 -1.000
       698  0.019  5.000 11.0000  2.000 -1.730
       699  0.019  5.000 11.0000  2.000 -5.660
       700  0.019  5.000 11.0000  9.000 -1.000
       701  0.019  5.000 11.0000  9.000 -1.730
       702  0.019  5.000 11.0000  9.000 -5.660
       703  0.019  5.000 13.0000  0.300 -1.000
       704  0.019  5.000 13.0000  0.300 -1.730
       705  0.019  5.000 13.0000  0.300 -5.660
       706  0.019  5.000 13.0000  0.700 -1.000
       707  0.019  5.000 13.0000  0.700 -1.730
       708  0.019  5.000 13.0000  0.700 -5.660
       709  0.019  5.000 13.0000  1.000 -1.000
       710  0.019  5.000 13.0000  1.000 -1.730
       711  0.019  5.000 13.0000  1.000 -5.660
       712  0.019  5.000 13.0000  1.300 -1.000
       713  0.019  5.000 13.0000  1.300 -1.730
       714  0.019  5.000 13.0000  1.300 -5.660
       715  0.019  5.000 13.0000  2.000 -1.000
       716  0.019  5.000 13.0000  2.000 -1.730
       717  0.019  5.000 13.0000  2.000 -5.660
       718  0.019  5.000 13.0000  9.000 -1.000
       719  0.019  5.000 13.0000  9.000 -1.730
       720  0.019  5.000 13.0000  9.000 -5.660
       721  0.019  7.000 11.0000  0.300 -1.000
       722  0.019  7.000 11.0000  0.300 -1.730
       723  0.019  7.000 11.0000  0.300 -5.660
       724  0.019  7.000 11.0000  0.700 -1.000
       725  0.019  7.000 11.0000  0.700 -1.730
       726  0.019  7.000 11.0000  0.700 -5.660
       727  0.019  7.000 11.0000  1.000 -1.000
       728  0.019  7.000 11.0000  1.000 -1.730
       729  0.019  7.000 11.0000  1.000 -5.660
       730  0.019  7.000 11.0000  1.300 -1.000
       731  0.019  7.000 11.0000  1.300 -1.730
       732  0.019  7.000 11.0000  1.300 -5.660
       733  0.019  7.000 11.0000  2.000 -1.000
       734  0.019  7.000 11.0000  2.000 -1.730
       735  0.019  7.000 11.0000  2.000 -5.660
       736  0.019  7.000 11.0000  9.000 -1.000
       737  0.019  7.000 11.0000  9.000 -1.730
       738  0.019  7.000 11.0000  9.000 -5.660
       739  0.019  7.000 13.0000  0.300 -1.000
       740  0.019  7.000 13.0000  0.300 -1.730
       741  0.019  7.000 13.0000  0.300 -5.660
       742  0.019  7.000 13.0000  0.700 -1.000
       743  0.019  7.000 13.0000  0.700 -1.730
       744  0.019  7.000 13.0000  0.700 -5.660
       745  0.019  7.000 13.0000  1.000 -1.000
       746  0.019  7.000 13.0000  1.000 -1.730
       747  0.019  7.000 13.0000  1.000 -5.660
       748  0.019  7.000 13.0000  1.300 -1.000
       749  0.019  7.000 13.0000  1.300 -1.730
       750  0.019  7.000 13.0000  1.300 -5.660
       751  0.019  7.000 13.0000  2.000 -1.000
       752  0.019  7.000 13.0000  2.000 -1.730
       753  0.019  7.000 13.0000  2.000 -5.660
       754  0.019  7.000 13.0000  9.000 -1.000
       755  0.019  7.000 13.0000  9.000 -1.730
       756  0.019  7.000 13.0000  9.000 -5.660
       757  0.024  1.000 5.0000  0.300 -1.000
       758  0.024  1.000 5.0000  0.300 -1.730
       759  0.024  1.000 5.0000  0.300 -5.660
       760  0.024  1.000 5.0000  0.700 -1.000
       761  0.024  1.000 5.0000  0.700 -1.730
       762  0.024  1.000 5.0000  0.700 -5.660
       763  0.024  1.000 5.0000  1.000 -1.000
       764  0.024  1.000 5.0000  1.000 -1.730
       765  0.024  1.000 5.0000  1.000 -5.660
       766  0.024  1.000 5.0000  1.300 -1.000
       767  0.024  1.000 5.0000  1.300 -1.730
       768  0.024  1.000 5.0000  1.300 -5.660
       769  0.024  1.000 5.0000  2.000 -1.000
       770  0.024  1.000 5.0000  2.000 -1.730
       771  0.024  1.000 5.0000  2.000 -5.660
       772  0.024  1.000 5.0000  9.000 -1.000
       773  0.024  1.000 5.0000  9.000 -1.730
       774  0.024  1.000 5.0000  9.000 -5.660
       775  0.024  1.000 7.0000  0.300 -1.000
       776  0.024  1.000 7.0000  0.300 -1.730
       777  0.024  1.000 7.0000  0.300 -5.660
       778  0.024  1.000 7.0000  0.700 -1.000
       779  0.024  1.000 7.0000  0.700 -1.730
       780  0.024  1.000 7.0000  0.700 -5.660
       781  0.024  1.000 7.0000  1.000 -1.000
       782  0.024  1.000 7.0000  1.000 -1.730
       783  0.024  1.000 7.0000  1.000 -5.660
       784  0.024  1.000 7.0000  1.300 -1.000
       785  0.024  1.000 7.0000  1.300 -1.730
       786  0.024  1.000 7.0000  1.300 -5.660
       787  0.024  1.000 7.0000  2.000 -1.000
       788  0.024  1.000 7.0000  2.000 -1.730
       789  0.024  1.000 7.0000  2.000 -5.660
       790  0.024  1.000 7.0000  9.000 -1.000
       791  0.024  1.000 7.0000  9.000 -1.730
       792  0.024  1.000 7.0000  9.000 -5.660
       793  0.024  1.000 9.0000  0.300 -1.000
       794  0.024  1.000 9.0000  0.300 -1.730
       795  0.024  1.000 9.0000  0.300 -5.660
       796  0.024  1.000 9.0000  0.700 -1.000
       797  0.024  1.000 9.0000  0.700 -1.730
       798  0.024  1.000 9.0000  0.700 -5.660
       799  0.024  1.000 9.0000  1.000 -1.000
       800  0.024  1.000 9.0000  1.000 -1.730
       801  0.024  1.000 9.0000  1.000 -5.660
       802  0.024  1.000 9.0000  1.300 -1.000
       803  0.024  1.000 9.0000  1.300 -1.730
       804  0.024  1.000 9.0000  1.300 -5.660
       805  0.024  1.000 9.0000  2.000 -1.000
       806  0.024  1.000 9.0000  2.000 -1.730
       807  0.024  1.000 9.0000  2.000 -5.660
       808  0.024  1.000 9.0000  9.000 -1.000
       809  0.024  1.000 9.0000  9.000 -1.730
       810  0.024  1.000 9.0000  9.000 -5.660
       811  0.024  1.000 11.0000  0.300 -1.000
       812  0.024  1.000 11.0000  0.300 -1.730
       813  0.024  1.000 11.0000  0.300 -5.660
       814  0.024  1.000 11.0000  0.700 -1.000
       815  0.024  1.000 11.0000  0.700 -1.730
       816  0.024  1.000 11.0000  0.700 -5.660
       817  0.024  1.000 11.0000  1.000 -1.000
       818  0.024  1.000 11.0000  1.000 -1.730
       819  0.024  1.000 11.0000  1.000 -5.660
       820  0.024  1.000 11.0000  1.300 -1.000
       821  0.024  1.000 11.0000  1.300 -1.730
       822  0.024  1.000 11.0000  1.300 -5.660
       823  0.024  1.000 11.0000  2.000 -1.000
       824  0.024  1.000 11.0000  2.000 -1.730
       825  0.024  1.000 11.0000  2.000 -5.660
       826  0.024  1.000 11.0000  9.000 -1.000
       827  0.024  1.000 11.0000  9.000 -1.730
       828  0.024  1.000 11.0000  9.000 -5.660
       829  0.024  1.000 13.0000  0.300 -1.000
       830  0.024  1.000 13.0000  0.300 -1.730
       831  0.024  1.000 13.0000  0.300 -5.660
       832  0.024  1.000 13.0000  0.700 -1.000
       833  0.024  1.000 13.0000  0.700 -1.730
       834  0.024  1.000 13.0000  0.700 -5.660
       835  0.024  1.000 13.0000  1.000 -1.000
       836  0.024  1.000 13.0000  1.000 -1.730
       837  0.024  1.000 13.0000  1.000 -5.660
       838  0.024  1.000 13.0000  1.300 -1.000
       839  0.024  1.000 13.0000  1.300 -1.730
       840  0.024  1.000 13.0000  1.300 -5.660
       841  0.024  1.000 13.0000  2.000 -1.000
       842  0.024  1.000 13.0000  2.000 -1.730
       843  0.024  1.000 13.0000  2.000 -5.660
       844  0.024  1.000 13.0000  9.000 -1.000
       845  0.024  1.000 13.0000  9.000 -1.730
       846  0.024  1.000 13.0000  9.000 -5.660
       847  0.024  3.000 7.0000  0.300 -1.000
       848  0.024  3.000 7.0000  0.300 -1.730
       849  0.024  3.000 7.0000  0.300 -5.660
       850  0.024  3.000 7.0000  0.700 -1.000
       851  0.024  3.000 7.0000  0.700 -1.730
       852  0.024  3.000 7.0000  0.700 -5.660
       853  0.024  3.000 7.0000  1.000 -1.000
       854  0.024  3.000 7.0000  1.000 -1.730
       855  0.024  3.000 7.0000  1.000 -5.660
       856  0.024  3.000 7.0000  1.300 -1.000
       857  0.024  3.000 7.0000  1.300 -1.730
       858  0.024  3.000 7.0000  1.300 -5.660
       859  0.024  3.000 7.0000  2.000 -1.000
       860  0.024  3.000 7.0000  2.000 -1.730
       861  0.024  3.000 7.0000  2.000 -5.660
       862  0.024  3.000 7.0000  9.000 -1.000
       863  0.024  3.000 7.0000  9.000 -1.730
       864  0.024  3.000 7.0000  9.000 -5.660
       865  0.024  3.000 9.0000  0.300 -1.000
       866  0.024  3.000 9.0000  0.300 -1.730
       867  0.024  3.000 9.0000  0.300 -5.660
       868  0.024  3.000 9.0000  0.700 -1.000
       869  0.024  3.000 9.0000  0.700 -1.730
       870  0.024  3.000 9.0000  0.700 -5.660
       871  0.024  3.000 9.0000  1.000 -1.000
       872  0.024  3.000 9.0000  1.000 -1.730
       873  0.024  3.000 9.0000  1.000 -5.660
       874  0.024  3.000 9.0000  1.300 -1.000
       875  0.024  3.000 9.0000  1.300 -1.730
       876  0.024  3.000 9.0000  1.300 -5.660
       877  0.024  3.000 9.0000  2.000 -1.000
       878  0.024  3.000 9.0000  2.000 -1.730
       879  0.024  3.000 9.0000  2.000 -5.660
       880  0.024  3.000 9.0000  9.000 -1.000
       881  0.024  3.000 9.0000  9.000 -1.730
       882  0.024  3.000 9.0000  9.000 -5.660
       883  0.024  3.000 11.0000  0.300 -1.000
       884  0.024  3.000 11.0000  0.300 -1.730
       885  0.024  3.000 11.0000  0.300 -5.660
       886  0.024  3.000 11.0000  0.700 -1.000
       887  0.024  3.000 11.0000  0.700 -1.730
       888  0.024  3.000 11.0000  0.700 -5.660
       889  0.024  3.000 11.0000  1.000 -1.000
       890  0.024  3.000 11.0000  1.000 -1.730
       891  0.024  3.000 11.0000  1.000 -5.660
       892  0.024  3.000 11.0000  1.300 -1.000
       893  0.024  3.000 11.0000  1.300 -1.730
       894  0.024  3.000 11.0000  1.300 -5.660
       895  0.024  3.000 11.0000  2.000 -1.000
       896  0.024  3.000 11.0000  2.000 -1.730
       897  0.024  3.000 11.0000  2.000 -5.660
       898  0.024  3.000 11.0000  9.000 -1.000
       899  0.024  3.000 11.0000  9.000 -1.730
       900  0.024  3.000 11.0000  9.000 -5.660
       901  0.024  3.000 13.0000  0.300 -1.000
       902  0.024  3.000 13.0000  0.300 -1.730
       903  0.024  3.000 13.0000  0.300 -5.660
       904  0.024  3.000 13.0000  0.700 -1.000
       905  0.024  3.000 13.0000  0.700 -1.730
       906  0.024  3.000 13.0000  0.700 -5.660
       907  0.024  3.000 13.0000  1.000 -1.000
       908  0.024  3.000 13.0000  1.000 -1.730
       909  0.024  3.000 13.0000  1.000 -5.660
       910  0.024  3.000 13.0000  1.300 -1.000
       911  0.024  3.000 13.0000  1.300 -1.730
       912  0.024  3.000 13.0000  1.300 -5.660
       913  0.024  3.000 13.0000  2.000 -1.000
       914  0.024  3.000 13.0000  2.000 -1.730
       915  0.024  3.000 13.0000  2.000 -5.660
       916  0.024  3.000 13.0000  9.000 -1.000
       917  0.024  3.000 13.0000  9.000 -1.730
       918  0.024  3.000 13.0000  9.000 -5.660
       919  0.024  5.000 9.0000  0.300 -1.000
       920  0.024  5.000 9.0000  0.300 -1.730
       921  0.024  5.000 9.0000  0.300 -5.660
       922  0.024  5.000 9.0000  0.700 -1.000
       923  0.024  5.000 9.0000  0.700 -1.730
       924  0.024  5.000 9.0000  0.700 -5.660
       925  0.024  5.000 9.0000  1.000 -1.000
       926  0.024  5.000 9.0000  1.000 -1.730
       927  0.024  5.000 9.0000  1.000 -5.660
       928  0.024  5.000 9.0000  1.300 -1.000
       929  0.024  5.000 9.0000  1.300 -1.730
       930  0.024  5.000 9.0000  1.300 -5.660
       931  0.024  5.000 9.0000  2.000 -1.000
       932  0.024  5.000 9.0000  2.000 -1.730
       933  0.024  5.000 9.0000  2.000 -5.660
       934  0.024  5.000 9.0000  9.000 -1.000
       935  0.024  5.000 9.0000  9.000 -1.730
       936  0.024  5.000 9.0000  9.000 -5.660
       937  0.024  5.000 11.0000  0.300 -1.000
       938  0.024  5.000 11.0000  0.300 -1.730
       939  0.024  5.000 11.0000  0.300 -5.660
       940  0.024  5.000 11.0000  0.700 -1.000
       941  0.024  5.000 11.0000  0.700 -1.730
       942  0.024  5.000 11.0000  0.700 -5.660
       943  0.024  5.000 11.0000  1.000 -1.000
       944  0.024  5.000 11.0000  1.000 -1.730
       945  0.024  5.000 11.0000  1.000 -5.660
       946  0.024  5.000 11.0000  1.300 -1.000
       947  0.024  5.000 11.0000  1.300 -1.730
       948  0.024  5.000 11.0000  1.300 -5.660
       949  0.024  5.000 11.0000  2.000 -1.000
       950  0.024  5.000 11.0000  2.000 -1.730
       951  0.024  5.000 11.0000  2.000 -5.660
       952  0.024  5.000 11.0000  9.000 -1.000
       953  0.024  5.000 11.0000  9.000 -1.730
       954  0.024  5.000 11.0000  9.000 -5.660
       955  0.024  5.000 13.0000  0.300 -1.000
       956  0.024  5.000 13.0000  0.300 -1.730
       957  0.024  5.000 13.0000  0.300 -5.660
       958  0.024  5.000 13.0000  0.700 -1.000
       959  0.024  5.000 13.0000  0.700 -1.730
       960  0.024  5.000 13.0000  0.700 -5.660
       961  0.024  5.000 13.0000  1.000 -1.000
       962  0.024  5.000 13.0000  1.000 -1.730
       963  0.024  5.000 13.0000  1.000 -5.660
       964  0.024  5.000 13.0000  1.300 -1.000
       965  0.024  5.000 13.0000  1.300 -1.730
       966  0.024  5.000 13.0000  1.300 -5.660
       967  0.024  5.000 13.0000  2.000 -1.000
       968  0.024  5.000 13.0000  2.000 -1.730
       969  0.024  5.000 13.0000  2.000 -5.660
       970  0.024  5.000 13.0000  9.000 -1.000
       971  0.024  5.000 13.0000  9.000 -1.730
       972  0.024  5.000 13.0000  9.000 -5.660
       973  0.024  7.000 11.0000  0.300 -1.000
       974  0.024  7.000 11.0000  0.300 -1.730
       975  0.024  7.000 11.0000  0.300 -5.660
       976  0.024  7.000 11.0000  0.700 -1.000
       977  0.024  7.000 11.0000  0.700 -1.730
       978  0.024  7.000 11.0000  0.700 -5.660
       979  0.024  7.000 11.0000  1.000 -1.000
       980  0.024  7.000 11.0000  1.000 -1.730
       981  0.024  7.000 11.0000  1.000 -5.660
       982  0.024  7.000 11.0000  1.300 -1.000
       983  0.024  7.000 11.0000  1.300 -1.730
       984  0.024  7.000 11.0000  1.300 -5.660
       985  0.024  7.000 11.0000  2.000 -1.000
       986  0.024  7.000 11.0000  2.000 -1.730
       987  0.024  7.000 11.0000  2.000 -5.660
       988  0.024  7.000 11.0000  9.000 -1.000
       989  0.024  7.000 11.0000  9.000 -1.730
       990  0.024  7.000 11.0000  9.000 -5.660
       991  0.024  7.000 13.0000  0.300 -1.000
       992  0.024  7.000 13.0000  0.300 -1.730
       993  0.024  7.000 13.0000  0.300 -5.660
       994  0.024  7.000 13.0000  0.700 -1.000
       995  0.024  7.000 13.0000  0.700 -1.730
       996  0.024  7.000 13.0000  0.700 -5.660
       997  0.024  7.000 13.0000  1.000 -1.000
       998  0.024  7.000 13.0000  1.000 -1.730
       999  0.024  7.000 13.0000  1.000 -5.660
      1000  0.024  7.000 13.0000  1.300 -1.000
      1001  0.024  7.000 13.0000  1.300 -1.730
      1002  0.024  7.000 13.0000  1.300 -5.660
      1003  0.024  7.000 13.0000  2.000 -1.000
      1004  0.024  7.000 13.0000  2.000 -1.730
      1005  0.024  7.000 13.0000  2.000 -5.660
      1006  0.024  7.000 13.0000  9.000 -1.000
      1007  0.024  7.000 13.0000  9.000 -1.730
      1008  0.024  7.000 13.0000  9.000 -5.660
      1009  0.030  1.000 5.0000  0.300 -1.000
      1010  0.030  1.000 5.0000  0.300 -1.730
      1011  0.030  1.000 5.0000  0.300 -5.660
      1012  0.030  1.000 5.0000  0.700 -1.000
      1013  0.030  1.000 5.0000  0.700 -1.730
      1014  0.030  1.000 5.0000  0.700 -5.660
      1015  0.030  1.000 5.0000  1.000 -1.000
      1016  0.030  1.000 5.0000  1.000 -1.730
      1017  0.030  1.000 5.0000  1.000 -5.660
      1018  0.030  1.000 5.0000  1.300 -1.000
      1019  0.030  1.000 5.0000  1.300 -1.730
      1020  0.030  1.000 5.0000  1.300 -5.660
      1021  0.030  1.000 5.0000  2.000 -1.000
      1022  0.030  1.000 5.0000  2.000 -1.730
      1023  0.030  1.000 5.0000  2.000 -5.660
      1024  0.030  1.000 5.0000  9.000 -1.000
      1025  0.030  1.000 5.0000  9.000 -1.730
      1026  0.030  1.000 5.0000  9.000 -5.660
      1027  0.030  1.000 7.0000  0.300 -1.000
      1028  0.030  1.000 7.0000  0.300 -1.730
      1029  0.030  1.000 7.0000  0.300 -5.660
      1030  0.030  1.000 7.0000  0.700 -1.000
      1031  0.030  1.000 7.0000  0.700 -1.730
      1032  0.030  1.000 7.0000  0.700 -5.660
      1033  0.030  1.000 7.0000  1.000 -1.000
      1034  0.030  1.000 7.0000  1.000 -1.730
      1035  0.030  1.000 7.0000  1.000 -5.660
      1036  0.030  1.000 7.0000  1.300 -1.000
      1037  0.030  1.000 7.0000  1.300 -1.730
      1038  0.030  1.000 7.0000  1.300 -5.660
      1039  0.030  1.000 7.0000  2.000 -1.000
      1040  0.030  1.000 7.0000  2.000 -1.730
      1041  0.030  1.000 7.0000  2.000 -5.660
      1042  0.030  1.000 7.0000  9.000 -1.000
      1043  0.030  1.000 7.0000  9.000 -1.730
      1044  0.030  1.000 7.0000  9.000 -5.660
      1045  0.030  1.000 9.0000  0.300 -1.000
      1046  0.030  1.000 9.0000  0.300 -1.730
      1047  0.030  1.000 9.0000  0.300 -5.660
      1048  0.030  1.000 9.0000  0.700 -1.000
      1049  0.030  1.000 9.0000  0.700 -1.730
      1050  0.030  1.000 9.0000  0.700 -5.660
      1051  0.030  1.000 9.0000  1.000 -1.000
      1052  0.030  1.000 9.0000  1.000 -1.730
      1053  0.030  1.000 9.0000  1.000 -5.660
      1054  0.030  1.000 9.0000  1.300 -1.000
      1055  0.030  1.000 9.0000  1.300 -1.730
      1056  0.030  1.000 9.0000  1.300 -5.660
      1057  0.030  1.000 9.0000  2.000 -1.000
      1058  0.030  1.000 9.0000  2.000 -1.730
      1059  0.030  1.000 9.0000  2.000 -5.660
      1060  0.030  1.000 9.0000  9.000 -1.000
      1061  0.030  1.000 9.0000  9.000 -1.730
      1062  0.030  1.000 9.0000  9.000 -5.660
      1063  0.030  1.000 11.0000  0.300 -1.000
      1064  0.030  1.000 11.0000  0.300 -1.730
      1065  0.030  1.000 11.0000  0.300 -5.660
      1066  0.030  1.000 11.0000  0.700 -1.000
      1067  0.030  1.000 11.0000  0.700 -1.730
      1068  0.030  1.000 11.0000  0.700 -5.660
      1069  0.030  1.000 11.0000  1.000 -1.000
      1070  0.030  1.000 11.0000  1.000 -1.730
      1071  0.030  1.000 11.0000  1.000 -5.660
      1072  0.030  1.000 11.0000  1.300 -1.000
      1073  0.030  1.000 11.0000  1.300 -1.730
      1074  0.030  1.000 11.0000  1.300 -5.660
      1075  0.030  1.000 11.0000  2.000 -1.000
      1076  0.030  1.000 11.0000  2.000 -1.730
      1077  0.030  1.000 11.0000  2.000 -5.660
      1078  0.030  1.000 11.0000  9.000 -1.000
      1079  0.030  1.000 11.0000  9.000 -1.730
      1080  0.030  1.000 11.0000  9.000 -5.660
      1081  0.030  1.000 13.0000  0.300 -1.000
      1082  0.030  1.000 13.0000  0.300 -1.730
      1083  0.030  1.000 13.0000  0.300 -5.660
      1084  0.030  1.000 13.0000  0.700 -1.000
      1085  0.030  1.000 13.0000  0.700 -1.730
      1086  0.030  1.000 13.0000  0.700 -5.660
      1087  0.030  1.000 13.0000  1.000 -1.000
      1088  0.030  1.000 13.0000  1.000 -1.730
      1089  0.030  1.000 13.0000  1.000 -5.660
      1090  0.030  1.000 13.0000  1.300 -1.000
      1091  0.030  1.000 13.0000  1.300 -1.730
      1092  0.030  1.000 13.0000  1.300 -5.660
      1093  0.030  1.000 13.0000  2.000 -1.000
      1094  0.030  1.000 13.0000  2.000 -1.730
      1095  0.030  1.000 13.0000  2.000 -5.660
      1096  0.030  1.000 13.0000  9.000 -1.000
      1097  0.030  1.000 13.0000  9.000 -1.730
      1098  0.030  1.000 13.0000  9.000 -5.660
      1099  0.030  3.000 7.0000  0.300 -1.000
      1100  0.030  3.000 7.0000  0.300 -1.730
      1101  0.030  3.000 7.0000  0.300 -5.660
      1102  0.030  3.000 7.0000  0.700 -1.000
      1103  0.030  3.000 7.0000  0.700 -1.730
